Dia;Dia_mes;Mes;Dia_sem;Lluvia;T_MAX;T_MIN;Viento_MAX;Viento_MED;SO2;CO;NO;NO2;PM2.5;PM10;O3;TOL;BEN;EBE;TCH;NMCH;SO2_MAX;CO_MAX;NO_MAX;NO2_MAX;PM2.5_MAX;PM10_MAX;O3_MAX;TOL_MAX;BEN_MAX;EBE_MAX;TCH_MAX;NMCH_MAX
291;18;OCT;D;20,5;18,4;13,8;23;9;6;0,31;12,45833333;34,75;10,5;15,09090909;20,84615385;2,266666667;0,616666667;0,333333333;1,683333333;0,163333333;11;0,4;47;51;12;20;36;4,5;1,6;0,7;1,83;0,25
292;19;OCT;L;3,2;19;14,2;21;10;6,4;0,34;17,70833333;40,75;9,166666667;13,63636364;26,61538462;3,05;0,7;0,466666667;1,55;0,166666667;12;0,5;75;59;11;16;43;5,1;1,9;0,9;1,68;0,26
293;20;OCT;M;0,1;20;13,3;46;20;7,7;0,3;11,16666667;32,58333333;5,833333333;10,91666667;33,14285714;2,233333333;0,566666667;0,233333333;1,516666667;0,183333333;19;0,4;50;56;8;14;51;3,6;1,1;0,5;1,66;0,28
294;21;OCT;X;0;16,6;7,5;26;11;7,3;0,4;29,70833333;43,625;9;14,36363636;28,71428571;3,3;1;0,44;1,48;0,15;14;0,5;82;63;11;17;39;5,3;2,3;0,9;1,68;0,17
295;22;OCT;J;0;18,8;7,7;18;8;7,6;0,5;49,54166667;63,04166667;13,16666667;21,91666667;17,64285714;5,48;1,18;0,84;1,56;0,19;15;0,6;117;81;16;28;29;7,4;2,6;1,6;1,78;0,23
296;23;OCT;V;0;19;9,8;25;12;8,3;0,59;79,75;62,70833333;13,83333333;25,25;13,57142857;6,76;1,42;1,24;1,583333333;0,19;16;0,7;161;79;17;33;28;8,9;2,9;2,5;1,86;0,27
297;24;OCT;S;0;20,1;12;17;8;9;0,54;59,30434783;56,43478261;16,33333333;24,75;17,85714286;5,8;1,35;1,125;1,59;0,185;15;0,7;132;72;19;31;33;7,5;2,7;2;1,82;0,23
298;25;OCT;D;0;20,4;13,4;24;11;6,9;0,33;17,08333333;34,45833333;11,16666667;16,33333333;36,42857143;2,46;0,72;0,36;1,6;0,135;14;0,4;68;58;13;20;57;4,3;1,7;0,7;1,83;0,15
299;26;OCT;L;0,6;17,7;13,8;21;9;6,4;0,31;12,58333333;34,125;10,5;15,66666667;32,71428571;2,36;0,62;0,3;1,54;0,11;13;0,4;42;53;11;18;46;4,5;1,7;0,7;1,75;0,12
300;27;OCT;M;1,6;15,8;9,9;45;22;6,2;0,26;9,541666667;28,91666667;6,666666667;9,916666667;44,5;2,25;0,75;0,35;1,413333333;0,106666667;13;0,4;30;45;9;14;64;4,7;2,2;1;1,73;0,12
301;28;OCT;X;0,1;15,3;8,5;38;10;5,7;0,26;8,166666667;25,54166667;4,666666667;9,416666667;53,92857143;2,25;0,966666667;0,35;1,37;0,103333333;12;0,4;33;49;7;13;81;5,3;3,7;1,1;1,59;0,12
302;29;OCT;J;0;16,3;11,5;17;4;6,3;0,33;22,125;40,79166667;8,2;15,63636364;36,71428571;4,133333333;1,033333333;0,65;1,4;0,11;13;0,5;63;60;12;20;63;10,4;2,7;2;1,63;0,14
303;30;OCT;V;0;20,3;10,9;19;9;7,7;0,52;54,08333333;54,5;14,33333333;21,83333333;19,28571429;7,816666667;1,483333333;1,333333333;1,495;0,145;15;0,8;150;71;18;27;29;15,6;3,3;3,5;1,64;0,16
304;31;OCT;S;0;19,7;13;25;12;7,6;0,34;11,66666667;34,125;11,83333333;18,08333333;41,07142857;2,34;0,54;0,2;1,345;0,065;16;0,5;55;64;14;26;57;3,4;1,2;0,3;1,35;0,1
305;1;NOV;D;0;18,8;14,7;42;22;8,8;0,31;5,208333333;24,20833333;7,5;11,83333333;53,85714286;1,683333333;1,066666667;0,3;1,316666667;0,07;24;0,5;16;44;10;15;77;3,9;4,3;1;1,39;0,1
306;2;NOV;L;26,6;16,2;10,3;40;19;6,4;0,3;8,291666667;33,16666667;5,166666667;8,416666667;47,78571429;2,083333333;0,816666667;0,4;1,29;0,056666667;12;0,4;26;51;7;11;68;3,9;2,3;1;1,33;0,1
307;3;NOV;M;2,4;14,3;9,8;31;12;6,2;0,32;13,29166667;37,29166667;5,666666667;10,58333333;37,78571429;2,16;0,62;0,26;1,323333333;0,056666667;12;0,6;42;57;8;16;60;4,4;1,6;0,6;1,41;0,1
308;4;NOV;X;0,3;16;10,9;17;9;6,333333333;0,4;36,68181818;51,90909091;12,6;19,81818182;14,08333333;5,58;1,1;1;1,315;0,08;12;0,5;81;65;16;26;27;13,7;2,3;3,1;1,38;0,08
309;5;NOV;J;0,1;17,4;12,9;22;10;6,111111111;0,433333333;47,2173913;51,08695652;10,4;19,27272727;20,69230769;7,5;1,46;1,32;1,4;0,085;12;0,7;113;72;12;27;35;21,2;3,7;4,3;1,58;0,12
310;6;NOV;V;0;19,7;11,8;13;6;8,9;0,69;102,1666667;65,33333333;23,16666667;32,83333333;12,57142857;11,5;2,083333333;2,15;1,483333333;0,143333333;17;1;175;92;28;41;24;26,6;3,8;5,3;1,68;0,18
311;7;NOV;S;0,1;21,5;12,1;14;8;8,1;0,522222222;54,13043478;47,2173913;17,33333333;22,16666667;17,76923077;6,883333333;1,5;1,083333333;1,373333333;0,226666667;15;0,8;161;71;22;30;33;12,7;2,8;2,6;1,45;0,5
312;8;NOV;D;0;21;13,4;22;12;8;0,44;38,83333333;41,91666667;10,5;14,91666667;24,64285714;4,216666667;1,05;0,65;1,336666667;0,106666667;16;0,6;96;62;14;21;40;7,8;2;1,6;1,43;0,18
313;9;NOV;L;0;20,6;10,9;16;8;8,2;0,52;61,82608696;54,73913043;12,16666667;18,08333333;20,28571429;6,533333333;1,4;1,016666667;1,353333333;0,14;17;0,7;135;77;14;22;39;11,3;2,6;2,4;1,44;0,25
314;10;NOV;M;0;19,8;10,2;18;10;10,7;0,71;115,5217391;79,43478261;20,33333333;30,33333333;10,71428571;12,71666667;2,416666667;2,25;1,46;0,206666667;20;1;246;114;26;42;26;29,1;4,7;5,6;1,59;0,29
315;11;NOV;X;0;19,7;8,8;13;5;11,5;0,78;132,0833333;84,875;22,5;32,75;10,5;14,16666667;2,633333333;2,45;1,513333333;0,27;21;1,1;257;123;28;45;27;23,6;3,8;4,7;1,68;0,45
316;12;NOV;J;0;19,3;8,5;12;5;10,7;0,69;105,5416667;80,41666667;18,5;29,58333333;15;11,26666667;2,066666667;1,883333333;1,476666667;0,183333333;20;0,9;252;111;25;39;34;18,5;3,2;3,2;1,67;0,25
317;13;NOV;V;0;19,2;8,2;30;16;10,6;0,61;73,375;67,04166667;16;25,08333333;18,35714286;8,866666667;1,566666667;1,216666667;1,37;0,15;19;0,9;203;101;20;33;44;14;2,6;2,1;1,49;0,19
318;14;NOV;S;0;16,2;10,2;34;16;7,4;0,46;46,17391304;47,73913043;13,33333333;20,66666667;26,28571429;5,683333333;1,1;0,833333333;1,333333333;0,113333333;15;0,6;87;62;17;26;51;16,2;2,4;2,5;1,46;0,21
319;15;NOV;D;0;17,4;7,6;15;9;8;0,5;52,08695652;50,91304348;17,83333333;22,83333333;17,21428571;5,383333333;1,366666667;0,75;1,383333333;0,126666667;15;0,7;154;72;21;29;39;12,1;2,9;2,1;1,44;0,21
320;16;NOV;L;0;16,5;7,3;15;6;9,3;0,6;87,95652174;66,47826087;26,5;34,25;11,78571429;6,016666667;1,566666667;0,95;1,483333333;0,153333333;17;0,9;224;92;29;40;33;8,4;2,9;1,9;1,61;0,24
321;17;NOV;M;0;15,9;6,4;12;6;9,4;0,64;96,54166667;70,66666667;33,16666667;42,58333333;10,14285714;7,75;1,55;1,316666667;1,573333333;0,173333333;17;0,8;218;100;36;52;28;10,2;3,2;2,8;1,73;0,26
